t(s)	a(g)
0	0.00028
0.01	-0.00103
0.02	-0.00105
0.03	-0.00106
0.04	-0.00108
0.05	-0.00109
0.06	-0.00111
0.07	-0.00112
0.08	-0.00114
0.09	-0.00115
0.1	-0.00116
0.11	-0.00117
0.12	-0.00119
0.13	-0.00120
0.14	-0.00122
0.15	-0.00123
0.16	-0.00124
0.17	-0.00126
0.18	-0.00127
0.19	-0.00128
0.2	-0.00128
0.21	-0.00131
0.22	-0.00132
0.23	-0.00135
0.24	-0.00135
0.25	-0.00136
0.26	-0.00138
0.27	-0.00139
0.28	-0.00141
0.29	-0.00142
0.3	-0.00143
0.31	-0.00145
0.32	-0.00145
0.33	-0.00147
0.34	-0.00148
0.35	-0.00149
0.36	-0.00151
0.37	-0.00152
0.38	-0.00155
0.39	-0.00155
0.4	-0.00156
0.41	-0.00156
0.42	-0.00156
0.43	-0.00156
0.44	-0.00158
0.45	-0.00160
0.46	-0.00163
0.47	-0.00165
0.48	-0.00169
0.49	-0.00171
0.5	-0.00173
0.51	-0.00175
0.52	-0.00175
0.53	-0.00176
0.54	-0.00178
0.55	-0.00178
0.56	-0.00179
0.57	-0.00180
0.58	-0.00180
0.59	-0.00181
0.6	-0.00181
0.61	-0.00184
0.62	-0.00187
0.63	-0.00192
0.64	-0.00198
0.65	-0.00203
0.66	-0.00204
0.67	-0.00201
0.68	-0.00197
0.69	-0.00192
0.7	-0.00187
0.71	-0.00184
0.72	-0.00181
0.73	-0.00185
0.74	-0.00190
0.75	-0.00197
0.76	-0.00201
0.77	-0.00205
0.78	-0.00205
0.79	-0.00207
0.8	-0.00208
0.81	-0.00211
0.82	-0.00212
0.83	-0.00215
0.84	-0.00217
0.85	-0.00218
0.86	-0.00221
0.87	-0.00223
0.88	-0.00227
0.89	-0.00232
0.9	-0.00237
0.91	-0.00241
0.92	-0.00242
0.93	-0.00243
0.94	-0.00244
0.95	-0.00246
0.96	-0.00253
0.97	-0.00261
0.98	-0.00269
0.99	-0.00272
1	-0.00264
1.01	-0.00245
1.02	-0.00219
1.03	-0.00193
1.04	-0.00169
1.05	-0.00160
1.06	-0.00166
1.07	-0.00185
1.08	-0.00209
1.09	-0.00233
1.1	-0.00257
1.11	-0.00280
1.12	-0.00305
1.13	-0.00328
1.14	-0.00335
1.15	-0.00321
1.16	-0.00293
1.17	-0.00259
1.18	-0.00228
1.19	-0.00211
1.2	-0.00213
1.21	-0.00230
1.22	-0.00241
1.23	-0.00236
1.24	-0.00209
1.25	-0.00171
1.26	-0.00133
1.27	-0.00114
1.28	-0.00128
1.29	-0.00174
1.3	-0.00236
1.31	-0.00301
1.32	-0.00367
1.33	-0.00430
1.34	-0.00489
1.35	-0.00523
1.36	-0.00515
1.37	-0.00474
1.38	-0.00417
1.39	-0.00358
1.4	-0.00301
1.41	-0.00248
1.42	-0.00190
1.43	-0.00125
1.44	-0.00057
1.45	0.00015
1.46	0.00062
1.47	0.00059
1.48	0.00007
1.49	-0.00073
1.5	-0.00158
1.51	-0.00241
1.52	-0.00321
1.53	-0.00402
1.54	-0.00481
1.55	-0.00528
1.56	-0.00524
1.57	-0.00478
1.58	-0.00413
1.59	-0.00346
1.6	-0.00288
1.61	-0.00255
1.62	-0.00277
1.63	-0.00350
1.64	-0.00453
1.65	-0.00564
1.66	-0.00671
1.67	-0.00734
1.68	-0.00713
1.69	-0.00609
1.7	-0.00455
1.71	-0.00289
1.72	-0.00145
1.73	-0.00045
1.74	0.00018
1.75	0.00064
1.76	0.00111
1.77	0.00166
1.78	0.00230
1.79	0.00293
1.8	0.00320
1.81	0.00261
1.82	0.00115
1.83	-0.00090
1.84	-0.00312
1.85	-0.00523
1.86	-0.00669
1.87	-0.00712
1.88	-0.00668
1.89	-0.00585
1.9	-0.00501
1.91	-0.00448
1.92	-0.00438
1.93	-0.00458
1.94	-0.00488
1.95	-0.00516
1.96	-0.00537
1.97	-0.00555
1.98	-0.00571
1.99	-0.00568
2	-0.00530
2.01	-0.00463
2.02	-0.00381
2.03	-0.00290
2.04	-0.00115
2.05	0.00241
2.06	0.00714
2.07	0.01057
2.08	0.01143
2.09	0.01014
2.1	0.00800
2.11	0.00598
2.12	0.00388
2.13	0.00054
2.14	-0.00460
2.15	-0.01112
2.16	-0.01722
2.17	-0.01882
2.18	-0.01402
2.19	-0.00452
2.2	0.00481
2.21	0.00982
2.22	0.01010
2.23	0.00782
2.24	0.00538
2.25	0.00393
2.26	0.00333
2.27	0.00288
2.28	0.00205
2.29	0.00075
2.3	-0.00079
2.31	-0.00230
2.32	-0.00368
