t(s)	a(g)
126.960000000	-0.000022500
126.970000000	-0.000060000
126.980000000	-0.000090000
126.990000000	-0.000142500
127.000000000	-0.000161250
127.010000000	-0.000078750
127.020000000	0.000210000
127.030000000	0.000427500
127.040000000	0.000393750
127.050000000	0.000183750
127.060000000	0.000142500
127.070000000	0.000277500
127.080000000	0.000435000
127.090000000	0.000551250
127.100000000	0.000645000
127.110000000	0.000675000
127.120000000	0.000588750
127.130000000	0.000543750
127.140000000	0.000600000
127.150000000	0.000686250
127.160000000	0.000678750
127.170000000	0.000532500
127.180000000	0.000401250
127.190000000	0.000386250
127.200000000	0.000438750
127.210000000	0.000476250
127.220000000	0.000536250
127.230000000	0.000693750
127.240000000	0.000810000
127.250000000	0.000772500
127.260000000	0.000802500
127.270000000	0.000967500
127.280000000	0.001110000
127.290000000	0.001001250
127.300000000	0.000712500
127.310000000	0.000487500
127.320000000	0.000442500
127.330000000	0.000551250
127.340000000	0.000558750
127.350000000	0.000378750
127.360000000	0.000086250
127.370000000	0.000075000
127.380000000	0.000360000
127.390000000	0.000746250
127.400000000	0.000982500
127.410000000	0.000892500
127.420000000	0.000727500
127.430000000	0.000585000
127.440000000	0.000645000
127.450000000	0.000723750
127.460000000	0.000720000
127.470000000	0.000611250
127.480000000	0.000551250
127.490000000	0.000521250
127.500000000	0.000510000
127.510000000	0.000630000
127.520000000	0.000772500
127.530000000	0.000855000
127.540000000	0.000960000
127.550000000	0.000828750
127.560000000	0.000536250
127.570000000	0.000262500
127.580000000	0.000075000
127.590000000	0.000015000
127.600000000	0.000037500
127.610000000	0.000030000
127.620000000	-0.000097500
127.630000000	-0.000168750
127.640000000	-0.000202500
127.650000000	-0.000401250
127.660000000	-0.000686250
127.670000000	-0.000888750
127.680000000	-0.000978750
127.690000000	-0.001005000
127.700000000	-0.000967500
127.710000000	-0.001057500
127.720000000	-0.001162500
127.730000000	-0.001196250
127.740000000	-0.001185000
127.750000000	-0.001121250
127.760000000	-0.001121250
127.770000000	-0.001155000
127.780000000	-0.001158750
127.790000000	-0.001098750
127.800000000	-0.001128750
127.810000000	-0.001233750
127.820000000	-0.001282500
127.830000000	-0.001267500
127.840000000	-0.001263750
127.850000000	-0.001181250
127.860000000	-0.001098750
127.870000000	-0.001020000
127.880000000	-0.000922500
127.890000000	-0.000765000
127.900000000	-0.000555000
127.910000000	-0.000450000
127.920000000	-0.000480000
127.930000000	-0.000637500
127.940000000	-0.000675000
127.950000000	-0.000585000
127.960000000	-0.000528750
127.970000000	-0.000495000
127.980000000	-0.000412500
127.990000000	-0.000311250
128.000000000	-0.000232500
128.010000000	-0.000176250
128.020000000	-0.000255000
128.030000000	-0.000348750
128.040000000	-0.000277500
128.050000000	-0.000108750
128.060000000	0.000086250
128.070000000	0.000255000
128.080000000	0.000363750
128.090000000	0.000315000
128.100000000	0.000165000
128.110000000	0.000063750
128.120000000	0.000120000
128.130000000	0.000255000
128.140000000	0.000217500
128.150000000	-0.000045000
